coords,other_flats_less500m,other_flats_0.5-1km,other_flats_1-3km,other_flats_3-5km,other_flats_5-10km,other_flats_10-15km
"('55.582392', '37.58034')",8,1,72,79,577,802
"('55.589977', '37.601196')",11,8,61,106,608,874
"('55.591259', '37.598339')",12,9,56,111,624,876
"('55.555184', '37.554008')",2,9,52,94,313,730
"('55.669518', '37.628882')",2,8,103,268,1274,1547
"('55.582412', '37.578797')",8,1,70,82,569,809
"('55.582629', '37.582469')",8,1,68,83,576,806
"('55.590913', '37.594953')",9,10,59,108,620,883
"('55.588415', '37.601798')",12,6,67,98,598,858
"('55.581872', '37.579927')",8,1,69,83,564,807
"('55.594055', '37.598114')",10,11,55,123,643,889
"('55.587517', '37.610997')",3,11,62,96,579,826
"('55.5979409', '37.608826')",4,12,61,132,667,913
"('55.597027', '37.588871')",5,12,58,116,684,898
"('55.58292', '37.581164')",8,1,71,81,580,808
"('55.585321', '37.601169')",7,10,66,92,572,832
"('55.620888', '37.601627')",3,7,74,177,830,1175
"('55.601299', '37.597971')",2,18,48,150,695,934
"('55.581578', '37.581606')",8,1,66,84,559,811
"('55.568914', '37.590543')",1,9,43,90,442,756
"('55.582418', '37.5814')",8,1,71,81,576,804
"('55.776537', '37.540928')",11,18,269,490,1461,1743
"('55.53399', '37.51512')",5,13,53,78,209,520
"('55.847442', '37.564967')",3,12,84,269,1124,1228
"('55.806287', '37.417994')",8,8,61,161,824,1150
"('55.642822', '37.60628')",9,25,75,218,975,1495
"('55.809196', '37.574066')",5,20,160,394,1477,1481
"('55.61117', '37.52794')",2,6,53,126,813,975
"('55.536166', '37.159387')",1,2,2,5,21,72
"('55.545416', '37.154742')",3,0,4,11,11,94
"('55.5422995', '37.151866')",3,1,3,5,17,77
"('55.5444083', '37.1538739')",3,1,3,8,14,84
"('55.753007', '37.59303')",22,29,314,442,1610,1867
"('55.752141', '37.592411')",21,29,316,437,1621,1850
"('55.746243', '37.600711')",12,29,274,469,1615,1851
"('55.762145', '37.606227')",18,38,327,420,1572,1970
"('55.748376', '37.599256')",16,31,290,456,1621,1866
"('55.753058', '37.58579')",15,32,303,474,1564,1879
"('55.748939', '37.599247')",16,31,296,447,1627,1858
"('55.748321', '37.592482')",26,33,285,457,1629,1834
"('55.747267', '37.593381')",26,29,283,454,1633,1832
"('55.75092', '37.593695')",27,23,309,438,1633,1843
"('55.753197', '37.584145')",10,35,300,473,1564,1877
"('55.749871', '37.59356')",27,27,301,445,1635,1836
"('55.750084', '37.584955')",17,35,298,467,1600,1835
"('55.599153', '37.365811')",4,10,10,83,281,688
"('55.6178', '37.264445')",6,0,17,31,147,245
"('55.621374', '37.30574')",7,7,44,49,159,565
"('55.598817', '37.360196')",5,7,10,81,257,664
"('55.626101', '37.311274')",10,3,46,51,161,636
"('55.589096', '37.171143')",7,0,11,3,44,109
"('55.6238395', '37.3049863')",10,3,49,42,166,568
"('55.626082', '37.310203')",10,3,46,50,161,629
"('55.599396', '37.202255')",1,0,10,9,82,132
"('55.624261', '37.309585')",12,1,51,47,163,610
"('55.624967', '37.30654')",13,0,52,40,168,580
"('55.601416', '37.363466')",9,5,15,94,264,706
"('55.588412', '37.164133')",7,2,9,5,33,114
"('55.860337', '37.667061')",11,7,106,106,779,1283
"('55.604712', '37.240253')",1,0,9,18,116,140
"('55.616554', '37.264642')",6,0,17,31,146,245
"('55.603212', '37.358372')",6,4,18,98,238,708
"('55.612263', '37.306055')",3,0,40,53,163,496
"('55.609097', '37.305515')",2,1,25,58,162,474
"('55.588533', '37.171806')",7,0,11,3,46,108
"('55.8608539', '37.6672562')",11,7,108,104,772,1285
"('55.601956', '37.359989')",8,4,17,95,250,693
"('55.588973', '37.166081')",7,1,10,4,36,111
"('55.61408', '37.301067')",2,3,34,56,152,488
"('55.605093', '37.366394')",4,9,18,106,266,753
"('55.60477', '37.36249')",8,5,18,104,248,748
"('55.587345', '37.165618')",7,2,9,5,34,113
"('55.587969', '37.167962')",7,1,10,5,37,112
"('55.86071', '37.670967')",11,3,104,99,765,1268
"('55.593527', '37.364463')",1,4,13,53,292,618
"('55.602861', '37.35769')",7,3,19,94,238,695
"('55.56925', '37.286426')",3,0,9,13,158,200
"('55.604387', '37.369907')",6,7,22,100,286,751
"('55.5525815', '37.334048')",5,4,12,21,182,299
"('55.601788', '37.374353')",4,6,21,85,309,737
"('55.798473', '37.53276')",6,30,223,393,1444,1514
"('55.792832', '37.51414')",7,26,207,369,1422,1546
"('55.812595', '37.53138')",12,14,166,307,1392,1398
"('55.8108538', '37.5331014')",12,19,172,310,1412,1402
"('55.80822', '37.532008')",17,13,191,313,1427,1410
"('55.793864', '37.541001')",8,16,231,423,1443,1613
"('55.805746', '37.557385')",5,22,177,378,1461,1498
"('55.804901', '37.509289')",12,20,173,320,1353,1449
"('55.808144', '37.539527')",15,16,187,327,1438,1418
"('55.808758', '37.53307')",15,15,184,316,1421,1412
"('55.806454', '37.521873')",10,27,173,344,1371,1472
"('55.806362', '37.52286')",10,27,174,346,1375,1472
"('55.809147', '37.533436')",15,15,182,310,1428,1402
"('55.793313', '37.540533')",8,15,232,425,1438,1623
"('55.794606', '37.542816')",11,11,232,407,1458,1594
"('55.811128', '37.514688')",3,23,151,342,1297,1443
"('55.79935', '37.518166')",9,31,187,385,1397,1503
"('55.7952659', '37.5260396')",8,24,220,399,1438,1539
"('55.793622', '37.545086')",10,13,233,416,1444,1628
"('55.7907663', '37.5244215')",6,21,218,406,1442,1564
"('55.798961', '37.537092')",10,27,221,386,1447,1528
"('55.797751', '37.532466')",6,31,221,403,1432,1535
"('55.798136', '37.545276')",10,20,221,388,1449,1562
"('55.8054', '37.538773')",12,26,190,362,1416,1474
"('55.806798', '37.516153')",10,21,172,338,1344,1474
"('55.806736', '37.54014')",10,22,190,340,1437,1445
"('55.794166', '37.542219')",9,14,229,417,1449,1605
"('55.804956', '37.512344')",9,25,167,337,1353,1461
"('55.802204', '37.53941')",10,30,202,378,1430,1509
"('55.79307', '37.541862')",7,14,235,417,1448,1619
"('55.803894', '37.532986')",13,27,200,364,1408,1485
"('55.79728', '37.541027')",13,15,223,400,1446,1565
"('55.81081', '37.53465')",12,19,170,316,1415,1406
"('55.793186', '37.526968')",7,24,215,411,1444,1556
"('55.807127', '37.515901')",10,18,175,328,1349,1462
"('55.797943', '37.546993')",9,21,226,382,1464,1559
"('55.809303', '37.53296')",15,15,182,312,1419,1410
"('55.78939', '37.536823')",3,22,232,449,1427,1664
"('55.79422', '37.51759')",9,20,207,379,1424,1539
"('55.8038226', '37.5305733')",10,36,193,370,1403,1484
"('55.806105', '37.515569')",9,24,168,341,1346,1472
"('55.797837', '37.543066')",12,16,221,394,1444,1564
"('55.800843', '37.515703')",7,33,181,360,1398,1476
"('55.774745', '37.548609')",5,15,291,471,1507,1738
"('55.811295', '37.561787')",11,7,170,346,1465,1433
"('55.885963', '37.67846')",5,7,70,84,458,1063
"('55.881207', '37.65417')",5,12,85,133,496,1215
"('55.87685', '37.646893')",6,13,104,125,558,1257
"('55.88158', '37.634827')",5,10,103,135,523,1254
"('55.889376', '37.66044')",8,9,69,123,427,1137
"('55.86602', '37.650253')",6,12,118,118,721,1326
"('55.861383', '37.6478407')",3,16,110,139,801,1350
"('55.875657', '37.644432')",6,14,111,118,583,1273
"('55.893046', '37.660305')",7,6,55,123,396,1095
"('55.885812', '37.699346')",3,1,47,68,419,994
"('55.856184', '37.659254')",4,13,104,142,858,1331
"('55.87851', '37.717728')",3,5,23,68,452,955
"('55.876274', '37.650253')",6,13,102,126,557,1254
"('55.878864', '37.639752')",5,15,104,136,544,1276
"('55.868693', '37.656011')",6,11,115,109,662,1301
"('55.890347', '37.66663')",9,8,57,109,424,1080
"('55.882145', '37.657394')",4,11,83,130,483,1200
"('55.867622', '37.686743')",3,5,81,90,627,1174
"('55.8522635', '37.6602582')",5,8,104,158,917,1340
"('55.86752', '37.633034')",7,9,130,146,758,1335
"('55.87517', '37.698906')",2,4,62,70,532,1069
"('55.886625', '37.703972')",2,2,38,69,404,955
"('55.87024', '37.64314')",5,20,120,128,686,1297
"('55.849236', '37.651601')",4,11,99,181,989,1336
"('55.87747', '37.716387')",3,6,23,70,461,976
"('55.882434', '37.681541')",3,4,78,75,495,1067
"('55.886488', '37.656829')",5,13,73,137,441,1191
"('55.868324', '37.68677')",3,4,82,88,618,1172
"('55.856356', '37.641225')",4,12,116,163,915,1313
"('55.873744', '37.636051')",5,17,130,127,662,1287
"('55.869743', '37.668812')",2,9,108,99,619,1232
"('55.889492', '37.652866')",5,10,65,149,407,1194
"('55.893102', '37.677427')",3,7,43,93,401,984
"('55.873295', '37.64444')",7,17,114,121,623,1292
"('55.886303', '37.69276')",2,5,49,74,430,1004
"('55.870193', '37.633805')",9,7,139,126,738,1296
"('55.874294', '37.625837')",2,12,126,146,683,1298
"('55.8871', '37.66398')",8,10,71,122,438,1143
"('55.872758', '37.615821')",2,12,119,166,693,1349
"('55.886932', '37.67113')",7,9,66,101,446,1094
"('55.7559', '37.506675')",13,19,166,369,1485,1613
"('55.741754', '37.478711')",5,10,103,373,1298,1596
"('55.73837', '37.504177')",4,14,159,309,1545,1470
"('55.749902', '37.516719')",8,24,160,411,1534,1599
"('55.757936', '37.509703')",17,18,188,351,1511,1606
"('55.749152', '37.518695')",7,22,162,412,1556,1582
"('55.742625', '37.510242')",2,19,151,371,1528,1555
"('55.7554616', '37.5092623')",13,28,163,376,1491,1622
"('55.735738', '37.499435')",7,5,162,293,1522,1434
"('55.748473', '37.518883')",7,18,164,409,1556,1579
"('55.737354', '37.497612')",10,7,158,299,1506,1450
"('55.763868', '37.481091')",3,11,161,292,1295,1625
"('55.754942', '37.505121')",11,12,167,352,1493,1592
"('55.755474', '37.507753')",13,20,167,371,1487,1613
"('55.745377', '37.489823')",5,10,130,375,1369,1599
"('55.755769', '37.5098136')",13,30,161,378,1501,1617
"('55.746414', '37.497044')",6,8,142,353,1470,1533
"('55.73582', '37.4942097')",9,7,150,298,1489,1429
"('55.745372', '37.494854')",5,12,134,363,1428,1564
"('55.745705', '37.500908')",5,12,152,348,1501,1533
"('55.739185', '37.50035')",7,12,153,314,1517,1477
"('55.742909', '37.481729')",5,8,123,364,1322,1600
"('55.747803', '37.516026')",7,19,158,399,1539,1579
"('55.762789', '37.480373')",2,10,155,292,1292,1622
"('55.733361', '37.486302')",4,16,136,307,1423,1474
"('55.7413076', '37.4867162')",6,16,119,359,1364,1569
"('55.749674', '37.502292')",4,18,147,363,1479,1572
"('55.7506794', '37.5030053')",3,21,145,361,1481,1579
"('55.736594', '37.496453')",10,7,156,295,1502,1443
"('55.740025', '37.496166')",8,13,148,330,1471,1492
"('55.7547649', '37.5098127')",13,25,162,378,1492,1623
"('55.846573', '37.482376')",11,12,129,206,868,1204
"('55.821423', '37.510754')",10,9,144,308,1255,1352
"('55.8435', '37.48048')",4,22,115,227,876,1239
"('55.818685', '37.497198')",4,8,154,275,1248,1300
"('55.831145', '37.489266')",7,13,117,270,1038,1289
"('55.83622', '37.519188')",4,6,109,301,1140,1281
"('55.8370552', '37.4976526')",11,15,120,271,1038,1250
"('55.8367492', '37.4929738')",15,14,123,260,1015,1253
"('55.842905', '37.489846')",14,18,119,248,927,1242
"('55.839572', '37.493183')",17,11,124,254,993,1232
"('55.831817', '37.503621')",3,10,122,281,1129,1262
"('55.842114', '37.48853')",14,18,118,245,933,1236
"('55.835753', '37.49187')",11,18,120,264,1020,1257
"('55.840533', '37.493614')",15,12,127,253,979,1228
"('55.840443', '37.528423')",2,10,117,283,1149,1246
"('55.853142', '37.501142')",6,13,134,193,934,1121
"('55.8231', '37.493743')",2,11,144,276,1179,1277
"('55.8476007', '37.4771523')",6,13,135,186,840,1176
"('55.838799', '37.488445')",15,13,127,246,978,1227
"('55.831104', '37.49203')",5,15,115,282,1041,1313
"('55.8360972', '37.4985182')",8,19,114,276,1055,1249
"('55.835387', '37.495815')",9,18,114,270,1046,1256
"('55.832293', '37.504456')",3,10,124,283,1127,1262
"('55.814689', '37.463933')",8,7,99,305,980,1343
"('55.84955', '37.478703')",7,14,135,182,841,1156
"('55.822083', '37.51161')",9,10,142,305,1250,1353
"('55.8492552', '37.4955888')",6,19,119,224,907,1190
"('55.818144', '37.505597')",5,13,156,299,1266,1347
"('55.844167', '37.484685')",8,21,114,232,887,1241
"('55.802012', '37.566889')",10,23,190,425,1441,1604
"('55.848564', '37.48835')",7,21,116,222,865,1199
"('55.763857', '37.560134')",17,32,329,405,1614,1718
"('55.76104', '37.573364')",10,27,328,434,1577,1833
"('55.764967', '37.565479')",20,31,339,416,1580,1782
"('55.764222', '37.565183')",19,34,337,410,1600,1758
"('55.770071', '37.57298')",17,40,323,445,1517,1869
"('55.765362', '37.564922')",21,28,338,414,1582,1774
"('55.764247', '37.573744')",14,36,330,425,1576,1826
"('55.759461', '37.572675')",9,23,325,434,1593,1815
"('55.763523', '37.556559')",10,33,313,415,1621,1701
"('55.728109', '37.61759')",4,35,203,437,1582,1799
"('55.779104', '37.612578')",7,23,279,451,1449,1933
"('55.7662037', '37.6169983')",10,32,317,434,1496,2002
"('55.7577', '37.559593')",8,34,309,398,1678,1659
"('55.766694', '37.570564')",24,27,338,424,1569,1806
"('55.704413', '37.503352')",7,30,131,324,1374,1482
"('55.76156', '37.54907')",9,20,294,421,1611,1680
"('55.759136', '37.574005')",7,24,323,441,1582,1831
"('55.76762', '37.587021')",20,50,309,433,1550,1917
"('55.769388', '37.580795')",18,50,317,442,1536,1877
"('55.76685', '37.58739')",20,50,311,437,1542,1931
"('55.76459', '37.58984')",23,32,333,421,1561,1918
"('55.7660148', '37.5714951')",24,29,335,431,1566,1817
"('55.76917', '37.588323')",21,50,301,449,1527,1927
"('55.742727', '37.64613')",6,14,228,460,1455,1897
"('55.756158', '37.550693')",9,24,286,395,1681,1616
"('55.770244', '37.564689')",19,22,330,424,1566,1779
"('55.768537', '37.6009')",20,58,288,451,1495,1987
"('55.744774', '37.659866')",3,23,213,415,1440,1827
"('55.7666059', '37.5676078')",26,21,342,421,1571,1792
"('55.764065', '37.569782')",20,31,330,423,1573,1810
"('55.763341', '37.591162')",20,34,330,427,1560,1925
"('55.75753', '37.575027')",6,22,319,435,1606,1815
"('55.761745', '37.56654')",13,36,323,410,1624,1749
"('55.765793', '37.574635')",14,45,314,449,1546,1853
"('55.767097', '37.5686125')",27,20,346,417,1575,1793
"('55.754593', '37.56892')",3,30,300,416,1658,1735
"('55.766056', '37.58832')",23,43,317,426,1558,1916
"('55.761338', '37.567906')",14,34,326,409,1626,1754
"('55.775555', '37.68164')",13,17,173,320,1419,1609
"('55.765854', '37.677734')",6,8,205,305,1481,1625
"('55.775753', '37.671938')",7,23,183,370,1395,1677
"('55.772168', '37.677409')",10,15,195,321,1446,1623
"('55.77142', '37.668434')",4,25,200,377,1432,1712
"('55.774634', '37.673951')",13,18,189,351,1420,1655
"('55.795834', '37.717939')",5,18,143,184,1204,1339
"('55.790423', '37.680499')",5,13,133,338,1353,1515
"('55.762703', '37.661213')",9,24,210,420,1428,1801
"('55.772041', '37.686788')",9,17,182,275,1456,1549
"('55.77325', '37.6812')",13,16,185,309,1439,1605
"('55.7749976', '37.6729808')",11,21,183,362,1404,1674
"('55.775459', '37.673519')",9,23,180,365,1398,1669
"('55.777094', '37.681443')",9,23,160,335,1410,1599
"('55.77471', '37.68217')",11,18,178,316,1426,1602
"('55.762543', '37.67272')",4,14,219,339,1468,1702
"('55.775915', '37.686877')",12,16,167,295,1437,1553
"('55.766148', '37.67139')",4,16,214,344,1476,1678
"('55.760692', '37.68217')",4,6,205,309,1459,1626
"('55.776867', '37.686797')",10,21,158,310,1415,1566
"('55.762794', '37.677921')",4,8,210,317,1470,1654
"('55.77314', '37.693561')",7,19,163,271,1430,1500
"('55.773793', '37.694845')",6,23,157,267,1428,1479
"('55.771206', '37.658212')",5,17,201,456,1375,1837
"('55.66994', '37.536032')",10,24,201,288,1126,1765
"('55.722857', '37.780176')",7,9,136,124,942,1195
"('55.7224', '37.619946')",16,19,209,373,1616,1771
"('55.724728', '37.664516')",8,26,183,302,1524,1734
"('55.816424', '37.705257')",10,11,77,230,1028,1438
"('55.819176', '37.721193')",8,13,82,168,945,1396
"('55.823151', '37.715956')",6,10,71,173,935,1405
"('55.819555', '37.707566')",12,9,76,201,1003,1424
"('55.820632', '37.713701')",11,10,77,179,983,1393
"('55.819386', '37.706489')",11,13,70,215,995,1442
"('55.820025', '37.714626')",10,13,78,176,990,1386
"('55.819312', '37.711931')",9,14,74,187,994,1400
"('55.821072', '37.70276')",6,12,66,222,1005,1444
"('55.817448', '37.711975')",10,16,74,202,1005,1408
"('55.818954', '37.71327')",10,16,73,189,994,1396
"('55.813477', '37.710197')",7,23,75,237,1030,1428
"('55.8093146', '37.7595588')",7,14,120,148,744,1330
"('55.806504', '37.720097')",9,18,110,201,1064,1403
"('55.863758', '37.665436')",9,13,105,109,715,1292
"('55.793896', '37.712067')",5,12,148,217,1238,1380
"('55.815549', '37.757817')",5,15,104,149,717,1293
"('55.814518', '37.729305')",8,17,99,162,923,1376
"('55.7762572', '37.7368937')",5,20,77,282,1050,1439
"('55.799143', '37.729359')",7,9,149,164,1086,1343
"('55.814492', '37.649274')",10,21,92,284,1361,1376
"('55.766735', '37.73041')",5,10,93,278,1183,1408
"('55.811508', '37.698915')",2,9,92,246,1143,1431
"('55.816637', '37.691845')",2,8,89,239,1137,1429
"('55.819359', '37.702035')",7,13,72,225,1018,1452
"('55.8167', '37.72118')",6,23,78,197,951,1408
"('55.822711', '37.719055')",6,8,82,160,926,1387
"('55.819423', '37.707952')",12,9,76,200,1002,1425
"('55.79988', '37.730618')",6,11,146,161,1064,1348
"('55.8058209', '37.7547534')",9,7,141,139,810,1346
"('55.7755746', '37.7378258')",5,18,79,276,1051,1431
"('55.7946813', '37.6844009')",2,11,127,326,1316,1493
"('55.78549', '37.68692')",4,14,135,321,1341,1530
"('55.82779', '37.75684')",3,3,70,138,635,1272
"('55.8104823', '37.7281622')",11,15,110,164,980,1373
"('55.788819', '37.698358')",3,13,146,282,1294,1467
"('55.811594', '37.708203')",4,21,76,239,1071,1429
"('55.814598', '37.705158')",5,16,77,235,1049,1432
"('55.818948', '37.702706')",7,13,73,222,1019,1450
"('55.759693', '37.738503')",2,4,89,249,1190,1335
"('55.79343', '37.72872')",5,14,136,190,1112,1349
"('55.809525', '37.789734')",9,14,132,88,600,1173
"('55.792903', '37.802877')",11,19,95,132,554,1238
"('55.792078', '37.770061')",7,7,118,187,786,1335
"('55.764171', '37.739716')",3,7,81,256,1144,1368
"('55.859478', '37.482124')",7,18,128,174,803,1066
"('55.862882', '37.474886')",7,22,113,153,748,1039
"('55.86929', '37.479736')",6,11,102,158,701,1004
"('55.863439', '37.506586')",2,19,134,160,878,1045
"('55.872567', '37.462586')",6,6,86,146,609,932
"('55.858897', '37.500118')",8,12,136,182,890,1076
"('55.874733', '37.465225')",3,9,77,154,592,935
"('55.85967', '37.499839')",8,11,136,180,877,1076
"('55.86795', '37.463116')",7,10,106,132,674,978
"('55.8583244', '37.4800918')",8,18,127,175,798,1075
"('55.849054', '37.486059')",8,16,125,209,866,1178
"('55.866325', '37.491943')",4,20,108,182,762,1052
"('55.861231', '37.495024')",7,13,127,185,841,1061
"('55.868662', '37.456755')",5,7,99,129,649,946
"('55.85463', '37.472702')",8,12,137,154,801,1087
"('55.868395', '37.462514')",8,9,104,133,671,967
"('55.856391', '37.4781')",11,14,134,171,804,1088
"('55.863373', '37.492922')",7,15,115,187,798,1067
"('55.863828', '37.518219')",2,13,142,167,916,1035
"('55.865152', '37.472081')",8,17,109,142,721,1029
"('55.84979', '37.476196')",5,17,133,180,820,1161
"('55.862317', '37.490897')",6,14,118,185,801,1071
"('55.869117', '37.473959')",6,16,91,165,671,1019
"('55.856598', '37.470078')",9,14,134,148,787,1054
"('55.781722', '37.584119')",12,34,284,481,1471,1854
"('55.770811', '37.591189')",27,48,303,442,1529,1922
"('55.778628', '37.589419')",11,46,288,473,1477,1878
